CopieBN;CopieCol;DataFine;DataInizio;DescrizioneProdotto;Durata;EccBN;EccCol;NOL_FIN;NOL_INT;NumeroContratto;Proprietario;RagioneSociale;Stato;TotRata;﻿ClienteID;RowID
3000;100;01/12/2029;01/12/2024;EPSON PRO EM-C800;60;0.01;0.07;IFIS;*;14205458;gabriele;GORLA UTENSILI SPA;aperto;58.00 €;105;608
1000;100;01/03/2028;01/03/2023;XEROX C7025 USATA;60;0.01;0.05;IFIS;*;;gabriele;GP PROJECT Srl;aperto;89.00 €;109;609
1000;200;01/07/2027;13/05/2022;EPSON C579;60;0.01;0.07;IFIS;*;;gabriele;GOLDEN HEALTHY CONSULTING Srls;aperto;68.00 €;110;610
*;*;01/12/2026;05/11/2021;HP PROBOOK 470 G8 + ESTENSIONE 5Y;60;*;*;IFIS;*;;gabriele;GROMAS S.r.l.;aperto;25.00 €;111;611
*;*;01/12/2025;13/11/2020;N.2 PROBOOK 430 G7 + N.2 HUAWEI TABLET T510;60;*;*;IFIS;*;;gabriele;GROMAS S.r.l.;aperto;0.00 €;111;612
*;*;01/04/2027;22/02/2022;HP PROLIANT ML350 G10 + 2 SSD 960GB + RAM 32 GB + SECONDO ALIMENTATORE + WINDOWS SERVER STANDARD 2019 + CALL + RDP;60;*;*;BNP;*;;gabriele;GROMAS S.r.l.;aperto;135.00 €;111;613
*;*;01/06/2030;01/06/2025;N.2 HP PROBOOK 440 G11 + ESTENSIONE;60;*;*;IFIS;*;14234475;gabriele;GROMAS S.r.l.;aperto;48.00 €;111;614
IN TANDEM;IN TANDEM C878;;01/01/2025;EPSON C579;60;0.01;0.053;BNP;*;A1F73148;gabriele;KOLOR+SERVICE SRL;aperto;25.00 €;113;615
IN TANDEM;IN TANDEM C878;30/09/2026;01/10/2025;EPSON C579 USATA;12;0.01;0.053;INTERNO;*;A1F73148;gabriele;KOLOR+SERVICE SRL;aperto;10.00 €;113;616
100;*;31/03/2023;01/04/2022;CONTRATTO DI ASSISTENZA SU XEROX 7225;12 - RINNOVO AUTOMATICO;0.01;0.089523;VENDITA;11.19;;gabriele;IMMOBILIARE ABITARE;aperto;1119.00 €;116;617
*;*;;;CENTRALINO YEASTAR S20 + N.3 TELEFONI YEALINK T46S + CORDLESS IN OMAGGIO;*;*;*;VENDITA;*;;gabriele;INERTI ECOTER SGA A.R.L.;aperto;0.00 €;125;618
;;;01/05/2024;LICENZA OFFICE 365;RINNOVO AUTOMATICO;;;;144,00 ANNO;;gabriele;INVENIUM LEGALTECH SRL;aperto;0.00 €;126;619
1000;0;31/12/2025;01/06/2024;EPSON 579;;0.01;0.07;INTERNO;*;;gabriele;AVV.TO LICIA COLOMBO;aperto;50.00 €;128;620
1000;0;31/01/2026;01/02/2025;EPSON 579;12;0.01;0.07;INTERNO;*;;gabriele;AVV.TO LICIA COLOMBO;aperto;35.00 €;128;621
*;*;30/06/2028;01/07/2023;DELL PC VOSTRO 3910;60;*;*;INTERNO;;;gabriele;LA C2 COMPENSATI CURVATI SRL;aperto;18.00 €;130;622
;;;01/10/2025;BATTERIA CONTROLLER VOSTRO SERVER + N.2 HD 4TB X VOSTRO NAS QNAP;VENDITA;;;;;;gabriele;LC INVESTIGAZIONI E VIGILANZA SRL;aperto;0.00 €;131;623
300;700;01/12/2023;27/11/2018;C7025 + CENTRALINO + TELEFONI + UPS + SERVER NON CONSEGNATO MA IN FATTURA + EXTENDER;60;0.01;0.07;IFIS;*;;gabriele;LUNATHERM IMPIANTI Sas;aperto;250.00 €;134;624
*;*;01/07/2025;05/06/2020;PLOTTER HP DESIGNJET 525 + ESTENSIONE GARANZIA 5 ANNI - RISCATTATO DAL CLIENTE;60;*;*;BNP;*;;gabriele;LUNATHERM IMPIANTI Sas;aperto;59.00 €;134;625
*;*;;;CRDLESS GIGASET;*;*;*;VENDITA;*;;gabriele;LUNATHERM IMPIANTI Sas;aperto;0.00 €;134;626
*;*;;;SCHEDA SO PER CENTRALINO;*;*;*;VENDITA;*;;gabriele;LUNATHERM IMPIANTI Sas;aperto;0.00 €;134;627
*;*;31/01/2022;01/02/2021;CONTRATTO DI MANUTENZIONE TELEFONIA BASE;12ESI RINNOVO AUTOMATICO;*;*;vendita;*;;gabriele;MAGUGLIANI Srl;aperto;0.00 €;139;628
*;*;01/04/2026;31/03/2021;CENTRALINO YEASTAR S20 + MODULO S2 + MODULO B2 + N.10 TELEFONI + SWITCH + CONTRATTO ASSISTENZA;60;*;*;BNP;;A1C73811;gabriele;MAGUGLIANI Srl;aperto;80.00 €;139;629
*;*;01/04/2025;23/01/2023;SAMSUNG GALAXY ZFLIP 4 256GB;24;*;*;BNP;;;gabriele;MAGUGLIANI Srl;aperto;45.00 €;139;630
*;*;01/01/2026;11/12/2023;XIAOMI REDMINOTE PRO 12 + N.5 XIAOMI REDMINOTE 12;24;*;*;BNP;;A1E86031;gabriele;MAGUGLIANI Srl;aperto;80.00 €;139;631
1500;600;01/01/2030;19/12/2024;EPSON AM- C 4000;60;0.01;0.06;BNP;;A1F61401;gabriele;MAGUGLIANI Srl;aperto;135.00 €;139;632
*;*;01/04/2027;18/02/2025;SAMSUNG GALAXY ZFLIP 6 256GB;24;*;*;BNP;;A1F79722;gabriele;MAGUGLIANI Srl;aperto;45.00 €;139;633
500;0;01/06/2029;31/05/2024;C7125 V_S;60;0.01;0.08;IFIS 75,00;23;;gabriele;MASSERONI GIOVANNI;aperto;98.00 €;140;634
*;*;01/05/2026;01/12/2023;XIAOMI RD MINOTE 12;30;*;*;INTERNO;*;;gabriele;CMR SRL (MAGUGLIANI);aperto;10.00 €;142;635
*;*;01/07/2026;01/07/2024;N.2 OPPO A79 256GB BLACK;24;*;*;GRENKE;*;;gabriele;CMR SRL (MAGUGLIANI);aperto;27.00 €;142;636
*;*;31/08/2026;01/09/2024;OPPO A58 4G 128GB;24;*;*;INTERNO;*;;gabriele;CMR SRL (MAGUGLIANI);aperto;10.00 €;142;637
300;50;01/01/2029;24/11/2023;"EPSON C579 + N.3 IPHONE 15 PRO MAX 256GB + MAC BOOK AIR 13 + IMAC 24"" + SERRATURA NUKY + N.4 TELECAMERE DA ESTERNO";60;0.01;0.07;BNP;*;;gabriele;MARINI LIMOUSINE (NCC MARINI);aperto;450.00 €;145;638
2000;100;01/04/2030;01/04/2025;"EPSON C879 + PC HP PRO SFF 290 G9 + HP WORKSTATION Z2 G9 + N.2 OFFICE + N.2 PANDA + NAS + UPS + N.2 MONITOR 27"" ( SI LASCIANO DA VECCHI CONTRATTI)";60;0.01;0.06;GRENKE;*;12742928;gabriele;MODIGLIANI DAVIDE SRL;aperto;150.00 €;150;639
*;*;01/10/2025;03/08/2020;"WORKSTATION HP Z2 TOWER G4 + OFFICE + MONITOR 27"" + ANTIVIRUS";60;*;*;BNP;*;;gabriele;MODIGLIANI DAVIDE SRL;aperto;43.00 €;150;640
500;100;01/12/2023;01/11/2018;INTEGRAZIONE CONTRATTO PRECEDENTE SOSTITUZIONE EPSON CON VERSALINK C7025 + FAX + PS3;60;0.01;0.08;IFIS;*;;gabriele;MP MOBILI SU MISURA;aperto;30.00 €;152;641
*;*;01/06/2024;22/05/2019;I PHONE XS 256 GB - RISCATTATO DAL CLIENTE;60;*;*;IFIS;*;;gabriele;MP MOBILI SU MISURA;aperto;26.00 €;152;642
500;100;01/07/2028;27/04/2023;"XEROX C7025 + IPHONE 14 256GB + PC HP 400 G9 i7 + SCHEDA 4GB + MONITOR 24""";60;0.01;0.08;BNP;*;;gabriele;MP MOBILI SU MISURA;aperto;110.00 €;152;643
*;*;;30/04/2020;RISCATTO CENTRALINO IN ESSERE + TELEFONI + 3 ANNI ASSISTENZA;;*;*;vendita;;;gabriele;OTTICA PERRIS SRL;aperto;0.00 €;162;644
2500;0;01/07/2030;01/07/2025;XEROX C415 - 17/09 SOSTITUITO C415 CON C405 SUA VECCHIO CONTRATTO;60;0.01;0.13;IFIS;*;14246838;gabriele;STUDIO MASSIMO MENZIO;aperto;70.00 €;164;645
300;50;01/06/2030;01/06/2025;EPSON EM-C800;60;0.01;0.07;IFIS;*;14229101;gabriele;STUDIO DOTT. MERGATI;aperto;49.00 €;165;646
1000;250;01/06/2027;01/06/2022;XEROX C7025 + PS3 + WIFI;60;0.01;0.08;IFIS;*;;gabriele;STUDIO SARDI;aperto;110.00 €;166;647
1000;2000;01/04/2028;01/03/2023;EPSON C878;60;0.01;0.05;IFIS;*;;gabriele;M.G.I. Srl;aperto;175.00 €;168;648
*;*;01/04/2026;27/01/2021;MAC BOOK PRO 13.3 + APPLE CARE + OFFICE + SSD ESTERNO 512 GB;60;*;*;BNP;*;A1C56920;gabriele;PEPE Srl;aperto;47.00 €;173;649
*;*;01/07/2026;09/04/2021;"MACBOOK PRO 13"" SSD 512 + APPLE CARE + OFFICE";60;*;*;BNP;*;;gabriele;PEPE Srl;aperto;57.00 €;173;650
*;*;01/10/2028;10/07/2023;APPLE MACBOOK PRO 13 + APPLECARE + OFFICE;60;*;*;BNP;*;;gabriele;PEPE Srl;aperto;48.00 €;173;651
1300;600;01/12/2028;01/12/2023;"EPSON C878 + N.2 HP PROBOOK 450 G10 + (HP AIO + 1 IMAC 27"" + N.4 Office + N.3 Panda materiale vecchio contratto)";60;0.01;0.07;IFIS;*;;gabriele;PEPE Srl;aperto;220.00 €;173;652
;;01/07/2030;13/05/2025;"MAC BOOK PRO 14"" 16GB SSD 512 + ESTENSIONE + OFFICE";60;;;BNP;*;A1F98606;gabriele;PEPE Srl;aperto;50.00 €;173;653
;;01/10/2030;11/07/2025;SYNOLOGY NAS DS723 PLUS + N.2 DISCHI 4TB + UPS;60;;;BNP;*;A1G12180;gabriele;PEPE Srl;aperto;25.00 €;173;654
*;*;;01/10/2025;"MAC BOOK PRO 14"" (16 512 ) + REKSAFE + OFFICE VECCHIO CONTRATTO";60;*;*;BNP;*;A1G21741;gabriele;PEPE Srl;aperto;50.00 €;173;655
;;01/07/2027;30/04/2024;HP ZBOOK POWER G10;36;;;BNP;;;gabriele;PSE SRLS;aperto;59.00 €;174;656
5000;1000;01/04/2025;01/04/2022;N.2 EPSON C579 + CASSETTI AGGIUNTIVI (+ PC USATO GESTIONE MPS);36;0.01;0.06;GRENKE;*;;gabriele;PROART Srl;aperto;190.00 €;175;657
3000;2000;01/04/2028;24/03/2025;N.2 EPSON EM-C800 + STAND IN OMAGGIO;36;0.01;0.05;IFIS;*;14220889;gabriele;PROART Srl;aperto;190.00 €;175;658
*;*;01/05/2024;03/04/2019;2 PC HP 400 G5 + 2 MONITOR + 2 OFFICE + NAS QNAP + GRUPPO DI CONTINUITA';60;*;*;IFIS;*;;gabriele;LIMASCO MAURIZIO;aperto;80.00 €;176;659
*;*;01/10/2025;08/09/2020;"HP PC 400 G6 + MONITOR 24"" + OFFICE H$B 2019 + PANDA";60;*;*;BNP;*;;gabriele;LIMASCO MAURIZIO;aperto;28.00 €;176;660
*;*;01/05/2027;26/04/2022;HP SERVER PROLIANT ML350 G10 (N.2 HARDDISK 960GB + SECONDO ALIMENTATORE + SITEMA OPERATIVO + CALL) + SWITCH 16 PORTE + NOTEBOOK HP 250 G8 + OFFICE + ACCESS POINT ASUS + N.2  ANTIVIRUS;60;*;*;IFIS;*;;gabriele;LIMASCO MAURIZIO;aperto;122.00 €;176;661
800;50;01/07/2030;01/07/2025;"EPSON C879 + PC HP 400 G9 + OFFICE + PANDA + MONITOR 24"" MM";60;0.01;0.06;GRENKE;;127-44011;gabriele;CREA PONTEGGI SRL;aperto;115.00 €;177;662
300;200;01/07/2028;17/05/2023;"EPSON C579 + TABLET SAMSUNG 10.5""";60;0.01;0.08;BNP;*;;gabriele;Rime S.a.s. di Argenti Fabrizio;aperto;67.00 €;179;663
600;60;31/12/2025;01/01/2020;INEO +227 USATA;60;0.01;0.12;*;67.15;;gabriele;SILVANO SICCO;aperto;6715.00 €;180;664
*;*;31/12/2022;01/01/2022;N.3 CASELLE E-MAIL EXCHANGE;12ESI RINNOVO AUTOMATICO;*;*;INTERNO;216,00 ANNO;;gabriele;SILVANO SICCO;aperto;0.00 €;180;665
*;*;01/09/2028;01/09/2023;HP NOTEBOOK 250 G9 + OFFICE + PANDA;60;*;*;IFIS;*;;gabriele;AVV.TO ROSALIA TERESA;aperto;25.00 €;181;666
500;200;28/02/2026;01/03/2025;EPSON C579;12ESI;0.01;0.07;INTERNO;*;;gabriele;RGL;aperto;20.00 €;182;667
0;0;18/11/2029;18/10/2024;EPSON C878 + CENTRALINO +SWITCH (MATERIALE USATO) + N.5 TEL YEALINK;60;0.01;0.06;BNP;*;A1F54037;gabriele;SERRAMENTI SIMONETTA SAS;aperto;40.00 €;192;668
1000;100;31/03/2030;01/04/2025;EPSON C878 RIGENERATA ( EX DOMA);60;0.01;0.07;*;55;;gabriele;SERINN Snc;aperto;55.00 €;193;669
4000;300;01/08/2025;01/08/2020;EPSON C579;60;0.01;0.07;IFIS;*;;gabriele;SERVIZI AZIENDALI SAS;aperto;80.00 €;194;670
1000;100;30/06/2026;01/07/2025;EPSON C579 USATA VECCHIO CONTRATTO;12;0.01;0.06;INTERNO;*;;gabriele;SP LIGHT AND DESIGN SRL;aperto;30.00 €;198;671
1500;200;01/01/2028;27/10/2022;EPSON C879;60;0.01;0.1;BNP;*;;gabriele;TABACCHERIA DEL CORSO;aperto;125.00 €;207;672
*;*;01/01/2024;21/11/2018;IPHONE XS 64 GB;60;*;*;BNP;*;;gabriele;TABACCHERIA DEL CORSO;aperto;25.00 €;207;673
2500;0;01/04/2030;04/02/2025;EPSON C800;60;0.01;0.06;BNP;*;A1F76273;gabriele;TESAI SRL;aperto;49.00 €;208;674
*;*;01/04/2026;19/03/2021;HP PROBOOK 450 G8;60;*;*;BNP;*;;gabriele;TE TIPOLITOGRAFIA SNC;aperto;20.00 €;211;675
1000;0;01/02/2029;01/02/2024;N.2 EPSON C579 (1 DOPPIO CASSETTO);60;0.01;0.05;IFIS;*;;gabriele;TIME Snc;aperto;80.00 €;213;676
;;01/04/2029;08/02/2024;CENTRALINO S20 + 2 CORDLESS;60;;;BNP;*;;gabriele;TIME Snc;aperto;45.00 €;213;677
100;50;31/12/2024;01/01/2023;EPSON 5690;24;0.01;0.06;INTERNO;21.11;;gabriele;VOLPE LUIGI;aperto;0.00 €;215;678
3000;500;01/07/2027;01/07/2022;EPSON C878;60;0.01;0.06;GRENKE;;;gabriele;F.I.A.M.E. srl;aperto;119.00 €;216;679
1500;0;01/10/2024;17/09/2019;EPSON 5790 copie tandem c869;60;0.01;0.06;IFIS;*;;gabriele;F.I.A.M.E. srl;aperto;39.00 €;216;680
1500;0;01/04/2029;01/04/2024;EPSON C579 DOPPIO CASSETTO;60;0.01;0.06;IFIS;*;;gabriele;F.I.A.M.E. srl;aperto;39.00 €;216;681
3500;500;01/06/2029;01/06/2024;XEROX C7125 V_S + FAX + PSE;60;0.01;0.08;IFIS 105;55;;gabriele;MG CAPITAL Srl;aperto;160.00 €;218;682
500;0;01/01/2027;01/01/2025;XEROX 7120 USATO  + PS3;24;0.01;0.09;INTERNO;27;;gabriele;NET SERVICE DI BORRELLO ANTONIO;aperto;27.00 €;219;683
12000;500;01/10/2028;27/07/2023;EPSON C878 + C579;60;0.01;0.05;BNP;170;;gabriele;H 25 GROUP;aperto;0.00 €;221;684
2000 IN TANDEM;300 IN TANDEM;01/07/2028;09/04/2024;EPSON C579;48;0.01;0.05;BNP;70;;gabriele;H 25 GROUP;aperto;0.00 €;221;685
8000;0;01/05/2030;01/05/2025;EPSON C879 4 CASSETTI;60;0.01;0.06;IFIS;*;14234465;gabriele;NOTAIO GIANLUCA ZANINI;aperto;110.00 €;222;686
;;;01/07/2025;SYNOLOGY NAS DS220 P + BACK UP IN CLOUD 1TB;36M;;;;40;;gabriele;NC INTERNATIONAL DI LEPRONI MAURO;aperto;40.00 €;273;687
