CAP;Cell;Citta;Email;IBAN;Indirizzo;NoteCliente;PartitaIVA;PersonaRiferimento;Proprietario;ProssimaVisita;ProssimoRecall;RagioneSociale;SDI;TMK;Telefono;UltimaVisita;UltimoRecall;﻿ClienteID;RowID
20122;;Milano;segreteria@imser.eu;;Via G. Serbelloni 2;Gennaio 2019 tutto ok---30/5/19 tutto ok(G)--13/11/19 tutto ok -g---18/12/19 auguri--11/5/20 OK NON e INTERESSATA A FAR PASSARE FABIO---31/7/20---22/2/21 chiama per problemi sul server. Evinco da claudia che gli abbiamo venduto un server nel 14.--- 29/6/21 tento app per rinnovo mi dice a settembre---4/10/21 parlo con lei dice che il dottore e preso... mi richiama24/6/22 barabara dice che mi richiama per app--2/8/22 n.r.--21/12/22 AUGURI---6/3/23 BARBARA MI RIFERISCE CHE IL DOTTORE e PARECCHIO CHE NON VA PIu IN UFFICIO PERCHE' NON STA BENE ---19/5/23 non puo ricevere... dice x ctr a settembre--- 5/9/23 parlo con barbara ha detto che si fa sentire lei entro novembre per cercare di parlare con gerardo---4/4/24 saluti---29/7/24 b.v. barbara chiede assistenza per un segnale di errore su pc. avvistao claudia---13/5/25 saluti- gerardo e morto.---30/7/25 B.V.;;SIG.RA BARBARA(dott. Gerardo titolare);fabio;;;IMSER SPA;;;276398144;09/02/2024;30/07/2025;145;145
21047;;Saronno;r.pante@interprofgroup.net;;3/B Via Tommaseo;11/2018 tutto ok--3/19 visita---9/7/19 tutto ok la pante e in maternita---17/12/19 auguri---23/1/20 in visita---7/20 la pante si sente con fabio---22/9/20 la cerco x tiriro telefono.non c'e29/9/20 da domani 30/9/20 il telefono sara disponibile in studio per il ritiro. avvisata claudia che organizzera alla prima occasione--- telefono ok - 12/03/2021 motorola Razr sistemato chiamata Dottoressa Pante' x chiedere se spedire in ufficio o a casa ci comunica di tenerlo in quanto non lo utilizza - alla prima occasione riconsegneremo--7/4/21 chiamo per saluti chiede incontro  ---ottobre 21 . contattati perche fabio voleva passare ma lei e in maternita---22/4/22 parlo con la pante,saluti, carinissima.3 figli 6,3, anni e uno di 6 mesi.un caso trovarla.---2/8/22 saluti collaboratore---21/12/22 rosy chiama fabio x auguri---28/7/23 lascio detto b.v.---30/11/23 ----- 29/7/24 b.v.;;DOTT.SSA PANTE' 3337951221;fabio;;;INTERPROFGROUP SRL;;;296704843;30/06/2025;30/06/2025;146;146
20146;;MILANO;amministrazione@istitutosolferino.it;;VIA G.FRUA 21/8;8/4/24 li contatto per intervento tecnico 29/7/24 tutto ok b.v.---6/11/24 mandata offerta;13166140155;SIG.MATTEO,;fabio;;;ISTITUTO SOLFERINO SRL;SUBM70N;;255199190 - 0238310456 andrea;27/03/2024;30/07/2025;147;147
20030;;SENAGO;vendite@italacciai.it;;VIA F.SANTI 2;29/7/25 B.V.;10146880967;SIG.RA SUSANNA GHEZZI, LUCA BENZONI;fabio;;;ITALACCIAI SRL - stessa mysteel + sidercom;;;0299010913 - 3389940897;;29/07/2025;148;148
27015;;LANDRIANO;amministrazione@italfemgroup.it;;VIA LUIGI EINAUDI 22;21/09/2020 fabio mi dice di chiamare a fine anno perche hanno in programma un trasloco - 17/12/2020 NON chiamo il cliente, sta aspettando i telefoni che non arrivano, Fabio dice di non chiamarlo 3/11/22 dato che questo crt risultava scaduto ad agosto 22 chiedo a claudia che mi dice che fabio ha rinnovato per un altro anno.---7/3 modificata data sc con claudia---5/2/24 in visita---7/24 varie--16/10/25 visita;10674100960;SIG.LUCA TAVANO-amministrazione martina;fabio;;;ITALFEM GROUP SRL;;;0299253855 327.6540450 / 0382373543;16/10/2025;16/10/2025;149;149
10040;;LEINI;commerciale@itersrl.it;;VIA FACTA 2;3/4/24 n.r. 4/4/24 non c'e  29/7/24 b.v.;;sig. fatarella marco;fabio;;;ITER SRL;;;011 245 81 01;10/04/2025;07/04/2025;150;150
20122;;Milano;amministrazione@itsright.it;;Via Verziere 2;12/2018 tutto ok---30/5/19 nuovo contratto---30/10/19 tutto ok(g)---27/1/20 n.r.---31/1/20 albertario non lavora piu li ora e sostituito dal sig.FABIO MARANNINO mi segnala che lo scanner lascia una riga 5/20 varie chiamte senza risposta---6/11/20 sono in smart ma tutto bene.--7/4/21 saluti dice che fa il punto su pc e poi ci chiama---16/9/21 in visita------------------ varie ------------------ 2/8/22 n.r.---21/12/22 AUGURI---10/3/23 APP.---15/01/24 parlo con marannino che mi dice che il nuovo it manager e il sig. marco pessina - il responsabile Dott. Mnatovani(che fabio conosce)29/7/24 b.v.---29/4/25 tento app---30/7/25 N.R.;;sig. marco pessina sig. marannino fabio(02/66668912);fabio;;;ITSRIGHT SRL;;;02/66668900;23/02/2024;30/07/2025;151;151
22073;;Fino Mornasco;ninessa@icloud.com;;Piazza Concordia 2;MACCHINA INCLUSA NEL CONTRATTO VECCHIO DI BINGO FIORE---29/7/24 saluti tutto ok---19/12 n.r.;;ALESSANDRO POSSEMATO;fabio;;;Immobiliare Ninessa SRL (FIORE);;;3357092313;13/12/2023;19/12/2024;152;152
20016;;Pero;"info@indiatradingsrl.com;Rajiv <rajiv@indiatradingsrl.com>";;Via Figino 48/A;visita 05/11/2018---marzo aprile 19 vista e contratto---9/7/19 rajive chiama fabio per offerta pc---18/12/19 auguri---27/1/20 chiama piu volte per toner e va dani per intervento urgente non necessario--- 18/3/21 app--30/6/21 in visita---4/11/21 saluti risponde cumar25/7/22 in visita---22/12/22 auguri... sempre in contatto. varie---15/1/24 IN CONTATTO---28/3/24 mandata offertapc---1/8/25---24/9/25 in visita;;SIG.RAJIV(sig. Cumar);fabio;;;India Trading Srl;5RU82D;;233913126;24/09/2025;24/09/2025;153;153
20010;;Santo Stefano Ticino;R.VITA@JGVELETTRO.IT;;Via Leonardo Da Vinci 5/D;ok fatturiamo .mandati dati a claudia. 17/10/19 NOTE POST APPUNTAMENTO fornitore storico non cambiano m.f. telefonata di cortesia. STORIA Cliente acquisito da Arnaldo Ferrari. Ha un centralino telefonico Panasonic Tda30;12027880157;Roberto Vita(Sig.ra Maria);fabio;;;JGV ELETTRO S.R.L.;;;297277083;;;154;154
20093;;COLOGNO MONZESE;amministrazione@kinens.it;;VIA PIETRO NENNI 30;27/5/21 tutto ok---13/9/21 SALUTI E APP---22/4/22  tutto ok---2/8/22 saluti---22/12/22--6/3/23 tento app. no---19/5/23 padre (titolare) tumore fegato, marito(che lavora li)donatore....3/7/23 in visita---12/1/24 saluti---29/7/24   n.r.---1/8/24b.v.----gennaio 2025 manda disdetta a sorpresa. ha noleggiato da altro fornitore stampante con stampa etichette;7677080967;sig.ra maja micaela ,SIG.ANDREA;fabio;;;KINENS SRL;;;293549832;;01/08/2024;155;155
20090;;Cesano Boscone;lortopedia.stella.ferloni@virgilio.it;;VIA ENRICO DE NICOLA 26;Febbraio 2019 : Chiusi n.2 contratti - stipulato nuovo contratto Ifis---18/7/ parlo con una collaboratrice.. Richiamare---17/12/19 contattato oggi per intervento.---6/11/20 fabio passa per un saluto.---18/12/20 auguri---16/3/21 in visita---30/7/21 n.r.---4/11/21saluti + app---3/8/22 SALUTI--22/12/22 auguri28/7/23 n.r.---22/11/23 non c' massimo. cercato per app--30/11/23 app---29/3/24 saluti---29/7/24 n.r.---1/8/24 n.r.---20/12/24 b.n.---29/7/25 B.V.;;SIG. MASSIMO;fabio;;;L'Ortopedia snc di Ferloni Massimo.;T9K4ZHO;;02/33614610;13/12/2025;29/07/2025;156;156
20098;;SAN GIULIANO MILANESE;"amministrazione@lgmsrl.eu;lgmsrl09@pec.it";lgmsrl09@pec.it;VIA BENACO 12;10/07/2023 scive Alessandra per ordinare i punti metallici in quanto sono rimasti senza, li mandiamo domani, ok da maurizio che dice che hanno sbagliato loro - 26/07/2023 parlo con leonardo, ok per visita di cortesia mercoledi 2/08 alle ore 10,30, ci sara anche Alessandra - 18/09/2023 visita di cortesia con Alessandra presente, nel precedente incontro non c'era , poi successivo incontro ok - 04/10/2023 la chiamo per bilanci, dice che a giorni manda tutto - 22/03/2024 visita di cortesia - 26/07/2024 parlo con Alessandra per saluti e buone vacanze - il 24/10/2024 ci nada una mial con richiesta di ordine automatico mensile per i punti metallici;1473320198;SIG.RA ALESSANDRA;fabio;;;L.G.M. SRL;T9K4ZHO;;298282942;22/03/2024;22/03/2024;157;157
26900;;LODI;info@laferrum.it;;VIA SAN COLOMBANO 63;30/7/24 N.R.;11992420155;SIG.SIMONE GRANATA;fabio;;;LA FERRUM SRL;SUBM70N;;371940564;;;158;158
10129;;TORINO;claudia.taschero@gmail.com;;CORSO GALILEO FERRARIS 46;VEDI FARMACIA ORBASSANO---29/7/24 saluti;11447810018;DOTT.SSA GNAVI;fabio;;;LA NUOVA MARGHERITA SRL ( FARMACIA ORBASSANO);M5UXCR1;;3474195220;;29/07/2024;159;159
27010;;SAN GENESIO ED UNITI;"sangenesio@lam-sangiorgio.it;";;VIA SAN RICCARDO PAMPURI 1;16/04/2024 la chiamo per saluti e furiosa che non va il distruggi documenti---17/4/24 mi richiama e mi dice che scriveva all'indirizzo sbagliato.viene ricontattata da un tecnico---24/10/25 tmk;834060188;SIG.RA ROSSANA 328 0862119;fabio;;;LABORATORIO ANALISI MEDICHE SAN GIORGIO SRL;;;382580556;;24/10/2025;160;160
20089;;Rozzano;amministrazione@laurafood.it;;10 Via Vesuvio;MOGLIE DEL CAPO;;SIG.RA SIMONA;fabio;;;LAURA FOOD SRL;G9HZJRW;;3458352872 - 028255511;;;161;161
20090;;TREZZANO SUL NAVIGLIO;davide.locampo@gmail.com;;VIA LEONARDO DA VINCI 40;clinte passato da studio lc;10310910962;SIG.DAVIDE;fabio;;;LCD IMPIANTI DI LO CAMPO DAVIDE;W7YVJK9;;3381922922;;;162;162
20037;;Paderno Dugnano;"amministrazione@ldfasteners.com;Davide Prati <davide.prati@ldfasteners.com>";;1 Via Custoza;*;;SIG.DAVIDE PRATI- viviana;fabio;;;LD Fasteners Srl;G4AI1U8;;299485328;;;163;163
20037;;Paderno Dugnano;amministrazione@ldglobalfasteners.com;;1 Via Custoza;29/5/23 CONTRATTO N A1C00803 MANDO MAIL DI RISCATTO NON DEVONO FARE NULLA CLAUDIA HA CONTATTO BNP. VA A NATIRALE SCADENZA;9280060964;SIG.DAVIDE PRATI;fabio;;;LD GLOBAL FASTENERS SRL;;;299485328;;;164;164
20068;;PESCHIERA BORROMEO;amministrazione@lpditalia.it;;VIA DELLA LIBERAZIONE 71;24/04/2025 visita di cortesia - 9/06/2025 visita di cortesia - settembre 2025 visitato cliente;1238480337;SIG.TAVAGLIONE;fabio;;;LUG PRINCE & DECKER SRL (LPD);SUBM70N;;255302051;01/01/2025;;165;165
20099;;Sesto San Giovanni;ivan@mz-italia.com;;VIALE RIMEMBRANZE 93 int 26;11/2018 chiesta offerta pc  - ok accettata offerta---30/5/19 TUTTO OK (G)---14/10/19 tutto ok -- 17/12/19 auguri---16/7/20 saluti e app.---5/10/20 PRESO APP.---18/12/20 auguri---11/2/21 ha problemi sulla 7830--3/3/21 in visita---28/7/21 in visita---3/11 sentito per intervento plotter--6/4/22 APP---1/7/22 ctr---7/12/22 app---7/6/23 app. dice che rinnova ctr in scadenza a settembre---11/9/23 app.---11/1/24 saluti---8/5/24 app.---29/7/24 b.v.--20/12/24 b.n---24/9/25 visita;;SIG.IVAN ZANINI;fabio;;;M.Z Sas di Ivan Zanini & C;SUBM70N;;222474374;24/09/2024;24/09/2025;166;166
20123;;MILANO;amministrazione@gruppomako.com - veronicafrassi45@gmail.com;;VIA CARDUCCI 18;marzo 24 siamo in contrattazione per mobili---27/5/24 chiama fabio per app---29/7/24 b.v.20/12/24 b.n.;12670290969;SIG.RA VERONICA;fabio;;;MA.VE BUILDING & DESIGN SRL;W7YVJK9;;0284150099 - 3663935169;14/04/2025;29/07/2025;167;167
26900;;LODI;geom.maenza@studiomaenza.it;;VIA XX SETTEMBRE 37;Scrivi qui le tue note...;2951850961;SIG.MAENZA;fabio;;;MAENZA GIUSEPPE;USAL8PV;;3338250635;;;168;168
20070;;MELEGNANO;magnolia.costruzioni@yahoo.it;;VIA ROMA 40 SEDE LEGALE;*;;ARCH.BETTINELLI;fabio;;;MAGNOLIA SRL;;;;;;169;169
;;;;;;Scrivi qui le tue note...;;;fabio;;;MAGNOLIA SRL - CIT. BETTINELLI;;;;;;170;170
26016;;SPINO D'ADDA;"grazia.laface@marken.com;mariagrazia.paparo@marken.com;alessandro.ernandez@marken.com;Noemi.Peluso@marken.com";;VIA MADONNA DEL BOSCO 7/A;18/12/19 auguri---27/5/20 tutto ok---21/7/20 chiamo per cercare app. mi dicono di scrivere e che il responsabile di filiale e alessandro ernandez---(p.c. vecchio titolare trazzi roberto)---22/96/20 SOLLECITATI DOCUMENTI FIRMATI NUOVO CONTRATTO---29/9/20 avvista per consegna ritiro + doc mancanti +mod. bnp 18/12/20 auguri---3/5/21 CERCO PER APP---9/6/21 cerco app non puo----25/6/21 dice dopo le ferie---3/11/21 parlo con m.grazia che mi dice che non possono ricevere fabio perche non hanno tempo. mi chiamra lei---15/4/22 saluti auguri-1/7/22ctr  --2/8/22 n.r.---3/8/22 SALUTI--- 15/12 chiamo per app saluti natalizi . non possono. auguri.---30/6/23 n.r.---cerco app . lui non c'e--- febb/marzo 24 in contatto per trasloco---23/9/24 --- dopo che abbiamo tentato per mesi di parlare con ernandez apprendiamo che non lavora piu li(luglio 24)non ha presentato il progetto che fabio aveva preparato alla nuova propieta(francese). maria grazia dice che al momento non c'e possibilita di dialogo con i francesi e parlare con lei non ha nessuna rilevanza. attendiamo ottobre 25 per fare un punto della situazione.14/5/25 DA IERI PROVO ACONTATTARE TUTTI I NUMERI PER SAPERE SE CI SONO NOVITa NON RISPONDONO;7588100961;grazia o maria grazia(349 3210734);fabio;;;MARKEN ITALY S.R.L. (HRTL LOGISTIC SRL);BA6ET11;;0373/1852636(DIRETTO GRAZIA)--0373 185 3331--03731852572(maria grazia 3493210734);18/04/2024;14/05/2025;171;171
20059;;CASARILE;info@maxsecurity.org;;VIA MASCAGNI 10/A;28/7/23 b.v. --- POSTICIPO 1 ANNO SCAD AUTORIZZAZIONE. CLAUDIA;;SIG.MASSIMO;fabio;;;MASSIMO VAROLO - MAX SECURITY;;;3314296180;;29/07/2024;172;172
20025;;LEGNANO;mbfsrl2009@libero.it;;VIA DELL'AMICIZIA 8;30/5/19 non c'e -- 31/5/19 ...3/6/19 tutto ok---30/5/19 tutto ok---18/12 auguri---17/2 cerco app non c'e---5/11/20 NON RICEVONO... TRA 2 SETTIMNE---16/12/20 in visita ... sono in crisi---7/4/21 non rispondono---27/5/21 tutto ok---30/7/21 saluti---19/10/21 in visita---15/4/22 n.r.---22/4/22 saluti tutto ok ---2/8/22 n.r.---22/12/22 auguri---28/7/23 b.v.--11/1/24 saluti---n.r.---1/8/24 b.v.---20/12/24 n.r.---2/7/25 CERCO APP . NON C'e FIN DOPO IL 21/7;5053330154;BARBARA;fabio;;;MBF;;;0331/598506;18/10/2021;02/07/2025;173;173
20885;;RONCO BRIANTINO;Monica <monica.mccm@fastwebnet.it>;;68 VIA BRIGATTI;Gennaio 2019 insoluti comunicati ---9/7/19 e in ferie---18/7/19 tutto ok---18/12 auguri6/11/20 saluti--18/12/20 auguri--7/4/21 tutto ok saluti--30/7/21 saluti---3/11/21 SALUTI TUTTO OK---15/4/22 n.r.---22/4/22 n.r.11/5/22 PARLA CON MANU E DICE CHE e INSODDISFATTA DELLA MACCHINA,2/8/22 n.r.--9/22 FABIO DICE ANDARE AVANTI CONTRATTO INTERNO---luglio 23 ctr---11/1/24 n.r.12/1/24 n.r.--15/1/25;;SIG.RA MONICA (335 6364279 brivio);fabio;;;MCCM SAS;;;396815018;;;174;174
187;;ROMA;marksf@hotmail.it;;VIA TOSCANA 30;30/7/25 B.V.;12629420964;SIG.MARCO SFORZA;fabio;;;MEDFIN4 SRLS  - STUDIO URTIS;M5UXCR1;;06 9451 6397;;;175;175
21047;;SARONNO;"noleggi.metron@gmail.com ;vodafonesaronnometron@gmail.com";;PIAZZA LIBERTA' 12;Scrivi qui le tue note...;;SIG.FABIO GALLO COMMERCIALE - SIG. GIOVANNI LAGONA TITOLARE;fabio;;;METRON;;;3475429909;;;176;176
20875;;BURAGO DI MOLGORA;marcella.formaggini@metsagroup.com;;VIA ENRICO FERMI 3/5;3/11 N.R.---15/4/22 n.r.22/4/22 n.r.(sia cell che fisso)---20/5/22 n.r.---22/12/22 n.r.8/3/23 app---12/1/24 saluti---19/3/24 app---20/6/24 COMUNICA A FABIO CHE e INTENZIONE DELLA SEDA DI CHIUDERE LA FILIALE ITALIA. PROBABILMENTE A FINE ANNO---29/7/24 n.r.---30/7/25 N.R.;11821650154;SIG.RA MARCELLA FORMAGGINI(335/7721011)349/5388388;fabio;;;METSA BOARD ITALIA SRL;USAL8PV;;22629131;20/03/2024;29/07/2024;177;177
20139;;MILANO;g.maldari@mgm-alimentari.it;;VIA BENACO 30;15/4/22 saluti ---22/8/22 n.r. 22/12/2022 n.r.ultima visita aprile 22--20/7/23 APP COMN IMPIEGATA---22/11/23 tento app parlo con lui. Saluti tutto ok---19/3/24 tento app--11/4/24 TENTO APP. MA L'IMPIEGATA MI DICE CHE IL DOTT. MALDARI e SEMPRE MOLTO PRESO E SE NON C'e UN'ESIGENZA PARTICOLARE NON RICEVE---20/12/24 n.r.--- febbraio 25 app ctr;;SIG.GIACOMO MaLDARI SIG. OFFREDI;fabio;;;MGM SRL;;;25465666;;;178;178
20135;;MILANO;info.italy@strogli.com;;VIA CADORE 43;4/7/24 il cliente ha il mio n di cell e mi gira documenti a qualsiasi ora...---tento app. nr---30/7/25 B.V. APPRENDO CHE SIAMO PER VIE LEGALI;13584470960;SIG.MURDACA;fabio;;;MIG SRL - POLIAMBULATORIO;;;3349725660;18/10/2023;30/07/2025;179;179
20017;;RHO;mi.faioni@moodadv.it;;VIA STOPPANI 4;24/10/25 sentita piu volte per nuovo ctr;;SIG.RA MICHELA FAIONI;fabio;;;MOOD ADV DI MICHELA FAIONI (IDEE DI IMPRESE (CLUSTER));;;388/1021845;;24/10/2025;180;180
20090;;TREZZANO SUL NAVIGLIO;amministrazione@mysteel.it - vendite@mysteel.it;;VIA PAGANO 4;29/7/25 B.V.;9289480965;SIG.RA SUSANNA GHEZZI, LUCA BENZONI;fabio;;;MYSTELL SRL - stessa italacciai + sidercom;;;3389940897;;;181;181
20020;;Arese;mbe769@mbe.it;;Viale Sempione 16a;12/2018 tutto ok---30/5/19 aspetto a chiamre  per fissare app.---18/7/19 in visita---18/12 auguri ---21/5/20 app---7/10 tutto ok---10/2/21 saluti---13/7/21 in visita---3/11/21 SALUTI---2/8/22---21/12/22 in visita---28/7/23 b.v.---22/11/23 n.r. tento app--28/12/23 siamo in contatto per problema toner---18/3/24 visita---1/8/24 n.r.15/12/24 in visita---28/7/25 b.v.;;SIG.RA ISABELLA;fabio;;;Mail Boxes Etc.;;;293780525;18/03/2024;30/07/2025;182;182
20144;;Milano;selene.barteselli@mane.com;;via savona 97;"12/2018 Sig.ra Erika non lavora piu li - sostituita dalla Sig.ra Beatrice--4/2/19 preso app per conoscere Beatrice(g)--- FABIO dice di prendere app per settembre ottobre per rinnovo contratti---9/7/19 tempo fa ha comiunicato via mail a manu che cambiavano indirizzo da via tortona a via savona 97. oggi mi chiede se possimo mandare i traslocatori il 26 o 27 ago.---18/12/19 auguri---16/9/20 tutto ok... erano in smart.---18/12/20 auguri---13/5/21 app.3/11/21 saluti---15/4/22 n.r---24/6/22 saluti---3/8/22 SALUTI---22/12---IN VISITA MAGGIO 22---19/5/23 APP. 22/5/23 MAIL POST APPda beatrice : Buongiorno,
come visto con Fabio stamattina, da oggi la persona che seguira le stampate per lufficio di via Savona e la collega Selene Barteselli, che metto in copia di questa mail.
Non esitare a mettere il suo responsabile Antonino in copia per qualsiasi dubbio.---11/1/24 saluti---3/5/24 app --10/5/24 sede decisionale bareggio ma fabio si riferira comunque a selene e Antonino---23/5/24 il sig. antonino comunica a fabio che non collaboreranno piu con noi. fabio mi dice di non fare nulla . li ha avvisati che chevono dare disdetta loro e renderci le macchine. 10/01/2025 inviata mail x restituzione macchine a carico loro";4667020152;SIG.RA SELENE BARTESELLI(RESP. ANTONIO MAZZEO);fabio;;;Mane Italia Srl;;;02/3313315;;23/05/2024;183;183
27026;;Garlasco;g.ranzani@mesgoiridecolors.it;;Via Borgo San Siro 66;*;;DOTT.RANZANI (giuliani cell. 366 5211273)Sonia amministrazione;fabio;;;Mesgo Iride Colors Srl;;;382816611;;;184;184
20090;;Trezzano sul Naviglio;mirella.stefanizzi@milanocolor.com;;Viale Leonardo da Vinci 172;1/8/24.b.v.;;SIG.RA MIRELLA maurizio poletti (socio);fabio;;;Milano Color Srl;;;244576430;29/05/2025;01/06/2025;185;185
21042;;CARONNO PERTUSELLA;f.maggetto@ncr-biochemical.com;;VIALE EUROPA 1441;05/03/2024 chiamo per un saluto, apprezza molto, tutto a posto - 26/07/2024 parlo con lei per saluti e buone vacanze, appezza e ringrazia - 7/11/2024 tutto a posto con la stampate, sul resto non hanno autonomia decisionale - 18/12/2024 parlo con la Maggetto, auguri di natale apprezzati;2063481200;SIG.RA FABIANA MAGGETTO;fabio;;;NCR BIOCHEMICAL SPA;5RUO82D;;0296458005 - 0284130277 diretto;27/11/2023;05/03/2024;186;186
88100;;CATANZARO;caroleonicodemo@gmail.com;;VIA DE FILIPPIS 326;22/4/22 n.r.---7/7/23 CHIMA perche VUOLE CAMBIARE I CTR - 04/04/2024 chiamo ma non risponde 16/12/24 N.R.---30/7/25 OCC;;SIG.NICODEMO CAROLEO;fabio;;;NEDA SRLS (CONTATTO ITALFEM);;;3270045033;;30/07/2025;187;187
27025;;GAMBOLO;info@neotechmt.it;;VIALE INDUSTRIA 70;20/12/24 buon natale!---30/7/25 B.V;2065850188;SIG.MAURO MAINARDI;fabio;;;NEOTECH MT SRL;SUBM70N;;381939511;;30/07/2025;188;188
;;MONZA;studio.nesi@virgilio.it;;VIA QUINTINO SELLA 7;18/6 TUTTO OK---23/12/19 auguri---5/9/23 DICE DI PASSARE A SUTARE QUANDO VA IN SUTDIO LC;;DOTT.NESI;fabio;;;NESI DOTT. (STUDIO ELLECI);;;349 1550577;;01/08/2024;189;189
20022;;CASTANO PRIMO;new.amipelk@gmail.com;;VIA DELL'ARTIGIANATO;*;;SIG.RA MARIA GRAZIA 3358214701 - SIG.RA ANNA(cristian pessa);fabio;;;NEW AMIPELK;;;331882261;;;190;190
21013;;GALLARATE;info@nexty.eu;;VIA MONTE SANTO 3;13/12/19avvisatao per installazione consegna---13/5/20 ho parlato con lui per il ritiro e la consegna della stampante a grenke. Chiama lui la grenke di are---29/7/21 salutise per verificare che sia aperta.---11/5/20 CHIAMATO PER SALUTI HANNO APERTO OGGI--12/5/20 lasciato detto ad un suo collega per reso stampante 16/7/ n.15/12 auguri di natale---11/2/21 n.r.12/2/21 app---25/10/21 saluti---15/4/22 n.r.---28/7/22 saluti buone vacanze---29/7/22 fabio mi comunica che mazzarotto lo ha chiamto per dirgi che chiudono---10/11/22 PRESO APP---28/7/23 b.v.10/1/24 chiamo per togliere personalizzazione dal furgone. buon anno.---19/3/24 cerco app. dice di passare quando vuole ... 30/7/24 B.V.---20/12/24 b.f---30/7/25 B.V.;3776650123;SIG.ANDREA MAZZAROTTO;fabio;;;NEXTY SRL;M5UXCR1;;0331318031  cell3483162457;05/02/2025;30/07/2025;191;191
2008;;BAREGGIO;info@nordidraulica.it;;VIA REDIPUGLIA 5/C;4/11/21 non chiedere di giacopazzi. Saluti tutto ok---15/4/22 saluti---15/6/23 saluti---11/1/24 saluti ---30/7/24 n.r.24/10/25 mi richiamera;;maunela (SIG.FLAVIO GIACOPAZZI);fabio;;;NORDIDRAULICA SRL;;;02 2317 0141;;24/10/2025;192;192
